country,continent,year,lifeExp,pop,gdpPercap
Lebanon,Asia,2004,77.1,3998000,10210.0
Lebanon,Asia,2005,77.3,4052000,10210.0
Lebanon,Asia,2006,76.8,4097000,10340.0
Lebanon,Asia,2007,77.2,4135000,11210.0
Lebanon,Asia,2008,77.6,4167000,12020.0
Lebanon,Asia,2009,77.8,4197000,12930.0
Lebanon,Asia,2010,78.0,4228000,13660.0
Lebanon,Asia,2011,76.2,4259000,13680.0
Lebanon,Asia,2012,78.2,4292000,13710.0
Lebanon,Asia,2013,78.3,4324000,13810.0
Lesotho,Africa,1990,61.2,1639000,940.3
Lesotho,Africa,1991,61.2,1669000,956.0
Lesotho,Africa,1992,61.0,1699000,977.5
Lesotho,Africa,1993,60.5,1730000,991.6
Lesotho,Africa,1994,59.6,1762000,967.1
Lesotho,Africa,1995,58.5,1795000,1068.0
Lesotho,Africa,1996,57.2,1829000,1149.0
Lesotho,Africa,1997,55.6,1865000,1186.0
Lesotho,Africa,1998,53.6,1901000,1137.0
Lesotho,Africa,1999,51.6,1934000,1153.0
Lesotho,Africa,2000,49.8,1964000,1187.0
Lesotho,Africa,2001,48.3,1989000,1221.0
Lesotho,Africa,2002,47.0,2010000,1275.0
Lesotho,Africa,2003,45.8,2029000,1311.0
Lesotho,Africa,2004,44.8,2047000,1370.0
Lesotho,Africa,2005,44.1,2066000,1415.0
Lesotho,Africa,2006,44.0,2086000,1482.0
Lesotho,Africa,2007,44.4,2106000,1550.0
Lesotho,Africa,2008,45.2,2127000,1625.0
Lesotho,Africa,2009,46.3,2149000,1699.0
Lesotho,Africa,2010,47.4,2171000,1801.0
Lesotho,Africa,2011,48.3,2194000,1900.0
Lesotho,Africa,2012,48.2,2217000,1970.0
Lesotho,Africa,2013,48.3,2240000,2035.0
Liberia,Africa,1990,51.4,2127000,556.5
Liberia,Africa,1991,53.4,2091000,658.7
Liberia,Africa,1992,51.6,2054000,636.6
Liberia,Africa,1993,52.1,2031000,626.1
Liberia,Africa,1994,51.1,2040000,644.9
Liberia,Africa,1995,52.1,2095000,662.2
Liberia,Africa,1996,51.7,2204000,658.5
Liberia,Africa,1997,54.1,2361000,609.2
Liberia,Africa,1998,54.5,2541000,551.4
Liberia,Africa,1999,55.1,2711000,529.8
Liberia,Africa,2000,55.9,2847000,519.5
Liberia,Africa,2001,56.5,2939000,515.9
Liberia,Africa,2002,56.4,2996000,531.5
Liberia,Africa,2003,56.5,3037000,365.8
Liberia,Africa,2004,58.6,3093000,375.7
Liberia,Africa,2005,59.3,3183000,383.0
Liberia,Africa,2006,59.9,3314000,401.3
Liberia,Africa,2007,60.5,3477000,433.4
Liberia,Africa,2008,61.0,3658000,437.7
Liberia,Africa,2009,61.3,3836000,442.1
Liberia,Africa,2010,61.7,3994000,450.1
Liberia,Africa,2011,62.2,4129000,473.3
Liberia,Africa,2012,62.7,4245000,499.8
Liberia,Africa,2013,63.1,4349000,523.5
Libya,Africa,1990,73.0,4334000,11070.0
Libya,Africa,1991,73.3,4422000,10230.0
Libya,Africa,1992,73.6,4510000,9640.0
Libya,Africa,1993,73.9,4599000,9056.0
Libya,Africa,1994,74.2,4687000,8810.0
Libya,Africa,1995,74.4,4775000,8738.0
Libya,Africa,1996,74.2,4863000,9051.0
Libya,Africa,1997,74.7,4951000,9467.0
Libya,Africa,1998,74.7,5041000,8998.0
Libya,Africa,1999,74.6,5134000,8967.0
Libya,Africa,2000,74.6,5231000,9140.0
Libya,Africa,2001,74.7,5331000,9540.0
Libya,Africa,2002,74.7,5434000,9535.0
Libya,Africa,2003,74.8,5541000,9954.0
Libya,Africa,2004,74.9,5653000,10300.0
Libya,Africa,2005,75.1,5770000,10800.0
Libya,Africa,2006,75.2,5894000,11260.0
Libya,Africa,2007,75.2,6023000,11720.0
Libya,Africa,2008,75.3,6150000,11790.0
Libya,Africa,2009,75.5,6263000,11480.0
Libya,Africa,2010,75.6,6355000,11840.0
Libya,Africa,2011,67.7,6423000,4550.0
Libya,Africa,2012,75.3,6469000,9136.0
Libya,Africa,2013,75.6,6506000,10780.0
Lithuania,Europe,1990,71.5,3696000,13150.0
Lithuania,Europe,1991,70.7,3698000,12370.0
Lithuania,Europe,1992,69.8,3690000,9744.0
Lithuania,Europe,1993,69.0,3674000,8190.0
Lithuania,Europe,1994,68.5,3652000,7406.0
Lithuania,Europe,1995,68.9,3629000,7804.0
Lithuania,Europe,1996,70.0,3604000,8183.0
Lithuania,Europe,1997,71.0,3577000,8765.0
Lithuania,Europe,1998,71.7,3550000,9413.0
Lithuania,Europe,1999,72.0,3524000,9260.0
Lithuania,Europe,2000,72.0,3500000,9632.0
Lithuania,Europe,2001,71.9,3480000,10270.0
Lithuania,Europe,2002,72.0,3462000,11010.0
Lithuania,Europe,2003,72.1,3447000,12120.0
Lithuania,Europe,2004,71.9,3432000,13050.0
Lithuania,Europe,2005,71.5,3416000,14080.0
Lithuania,Europe,2006,71.1,3398000,15280.0
Lithuania,Europe,2007,71.2,3379000,16860.0
Lithuania,Europe,2008,72.0,3360000,17450.0
Lithuania,Europe,2009,73.1,3341000,14940.0
Lithuania,Europe,2010,73.9,3324000,15410.0
Lithuania,Europe,2011,74.5,3307000,17690.0
Lithuania,Europe,2012,74.8,3292000,18470.0
Lithuania,Europe,2013,75.0,3278000,19160.0
Luxembourg,Europe,1990,75.1,381200,42470.0
Luxembourg,Europe,1991,75.3,385800,45750.0
Luxembourg,Europe,1992,75.6,390800,45850.0
Luxembourg,Europe,1993,75.9,396200,47060.0
Luxembourg,Europe,1994,76.2,401800,48280.0
Luxembourg,Europe,1995,76.6,407500,48170.0
Luxembourg,Europe,1996,76.9,413400,49010.0
Luxembourg,Europe,1997,77.2,419400,52620.0
Luxembourg,Europe,1998,77.5,425200,55790.0
Luxembourg,Europe,1999,77.9,430600,59350.0
Luxembourg,Europe,2000,78.2,435500,63920.0
Luxembourg,Europe,2001,78.5,439500,63930.0
Luxembourg,Europe,2002,78.8,442900,64420.0
Luxembourg,Europe,2003,79.1,446300,65310.0
Luxembourg,Europe,2004,79.4,450900,67280.0
Luxembourg,Europe,2005,79.8,457200,70010.0
Luxembourg,Europe,2006,80.1,465600,72350.0
Luxembourg,Europe,2007,80.4,475700,75860.0
Luxembourg,Europe,2008,80.7,486800,74000.0
Luxembourg,Europe,2009,80.9,497600,69700.0
Luxembourg,Europe,2010,81.0,507400,70400.0
Luxembourg,Europe,2011,81.1,515900,69930.0
Luxembourg,Europe,2012,81.1,523400,68710.0
Luxembourg,Europe,2013,81.1,530000,67430.0
Madagascar,Africa,1990,56.4,11280000,1163.0
Madagascar,Africa,1991,56.7,11620000,1059.0
Madagascar,Africa,1992,56.9,11970000,1041.0
Madagascar,Africa,1993,57.1,12340000,1032.0
Madagascar,Africa,1994,57.4,12730000,1002.0
Madagascar,Africa,1995,57.9,13130000,989.1
Madagascar,Africa,1996,58.4,13550000,980.1
Madagascar,Africa,1997,59.0,13980000,986.3
Madagascar,Africa,1998,59.5,14430000,994.3
Madagascar,Africa,1999,60.0,14890000,1010.0
Madagascar,Africa,2000,60.5,15360000,1027.0
Madagascar,Africa,2001,60.9,15850000,1056.0
Madagascar,Africa,2002,61.2,16340000,894.6
Madagascar,Africa,2003,61.5,16840000,953.1
Madagascar,Africa,2004,61.8,17360000,973.6
Madagascar,Africa,2005,62.3,17890000,988.0
Madagascar,Africa,2006,62.7,18430000,1010.0
Madagascar,Africa,2007,63.1,18980000,1044.0
Madagascar,Africa,2008,63.4,19550000,1089.0
Madagascar,Africa,2009,63.6,20120000,1017.0
Madagascar,Africa,2010,63.8,20710000,995.2
Madagascar,Africa,2011,63.9,21320000,987.7
Madagascar,Africa,2012,64.1,21930000,981.5
Madagascar,Africa,2013,64.3,22560000,982.5
Malawi,Africa,1990,49.5,9381000,602.7
Malawi,Africa,1991,49.1,9584000,630.1
Malawi,Africa,1992,48.7,9682000,563.2
Malawi,Africa,1993,48.3,9722000,607.6
Malawi,Africa,1994,47.8,9772000,555.4
Malawi,Africa,1995,47.3,9883000,653.3
Malawi,Africa,1996,46.9,10070000,685.1
Malawi,Africa,1997,46.5,10320000,692.3
Malawi,Africa,1998,46.2,10610000,696.5
Malawi,Africa,1999,46.2,10920000,705.9
Malawi,Africa,2000,46.3,11230000,713.8
Malawi,Africa,2001,46.6,11530000,667.8
Malawi,Africa,2002,47.0,11830000,665.4
Malawi,Africa,2003,47.4,12140000,674.9
Malawi,Africa,2004,47.8,12470000,691.8
Malawi,Africa,2005,48.4,12820000,691.0
Malawi,Africa,2006,49.3,13200000,685.8
Malawi,Africa,2007,50.3,13590000,730.2
Malawi,Africa,2008,51.4,14010000,769.4
Malawi,Africa,2009,52.6,14440000,815.5
Malawi,Africa,2010,53.8,14900000,844.4
Malawi,Africa,2011,54.8,15380000,856.5
Malawi,Africa,2012,55.9,15880000,848.2
Malawi,Africa,2013,57.3,16410000,869.7
Malaysia,Asia,1990,72.1,18210000,6386.0
Malaysia,Asia,1991,72.4,18710000,6838.0
Malaysia,Asia,1992,72.6,19200000,7278.0
Malaysia,Asia,1993,72.8,19700000,7815.0
Malaysia,Asia,1994,72.8,20210000,8343.0
Malaysia,Asia,1995,72.8,20720000,8962.0
Malaysia,Asia,1996,73.1,21250000,9645.0
Malaysia,Asia,1997,73.2,21780000,10130.0
Malaysia,Asia,1998,73.4,22320000,9192.0
Malaysia,Asia,1999,73.4,22870000,9554.0
Malaysia,Asia,2000,73.8,23410000,10160.0
Malaysia,Asia,2001,74.0,23960000,9995.0
Malaysia,Asia,2002,74.1,24520000,10210.0
Malaysia,Asia,2003,74.1,25060000,10600.0
Malaysia,Asia,2004,74.2,25590000,11120.0
Malaysia,Asia,2005,74.4,26100000,11470.0
Malaysia,Asia,2006,74.6,26590000,11950.0
Malaysia,Asia,2007,74.6,27050000,12530.0
Malaysia,Asia,2008,74.5,27500000,12970.0
Malaysia,Asia,2009,74.3,27950000,12530.0
Malaysia,Asia,2010,74.3,28400000,13190.0
Malaysia,Asia,2011,74.4,28860000,13680.0
Malaysia,Asia,2012,74.5,29320000,14200.0
Malaysia,Asia,2013,74.7,29790000,14680.0
Maldives,Asia,1990,65.8,219500,2100.0
Maldives,Asia,1991,66.6,225700,2193.0
Maldives,Asia,1992,67.4,231800,2262.0
Maldives,Asia,1993,68.2,237600,2334.0
Maldives,Asia,1994,68.9,243300,2424.0
Maldives,Asia,1995,69.6,248700,2534.0
Maldives,Asia,1996,70.2,254000,2696.0
Maldives,Asia,1997,70.9,259000,2946.0
Maldives,Asia,1998,71.5,263900,3159.0
Maldives,Asia,1999,72.1,268600,3345.0
Maldives,Asia,2000,72.6,273200,3434.0
Maldives,Asia,2001,73.3,277800,3488.0
Maldives,Asia,2002,74.0,282300,3644.0
Maldives,Asia,2003,74.9,286700,3920.0
Maldives,Asia,2004,75.8,291000,4297.0
Maldives,Asia,2005,76.7,295200,4017.0
Maldives,Asia,2006,77.3,299400,4720.0
Maldives,Asia,2007,77.8,303500,5117.0
Maldives,Asia,2008,78.2,307600,5654.0
Maldives,Asia,2009,78.6,311700,5359.0
Maldives,Asia,2010,78.9,315900,5642.0
Maldives,Asia,2011,79.1,320100,5940.0
Maldives,Asia,2012,79.2,324300,6046.0
Maldives,Asia,2013,79.3,328600,6170.0
Mali,Africa,1990,48.8,8673000,716.2
Mali,Africa,1991,49.1,8861000,695.7
Mali,Africa,1992,49.4,9076000,739.0
Mali,Africa,1993,49.7,9313000,706.6
Mali,Africa,1994,49.7,9564000,709.9
Mali,Africa,1995,49.9,9825000,743.2
Mali,Africa,1996,50.0,10090000,757.8
Mali,Africa,1997,50.1,10370000,790.3
Mali,Africa,1998,50.3,10660000,809.9
Mali,Africa,1999,50.7,10970000,844.1
Mali,Africa,2000,51.1,11300000,854.7
Mali,Africa,2001,51.6,11640000,935.1
Mali,Africa,2002,52.2,12000000,951.4
Mali,Africa,2003,52.9,12380000,994.7
Mali,Africa,2004,53.5,12770000,993.1
Mali,Africa,2005,54.2,13180000,1027.0
Mali,Africa,2006,54.8,13590000,1048.0
Mali,Africa,2007,55.3,14020000,1060.0
Mali,Africa,2008,55.8,14460000,1078.0
Mali,Africa,2009,56.2,14910000,1093.0
Mali,Africa,2010,56.5,15370000,1122.0
Mali,Africa,2011,56.8,15840000,1117.0
Mali,Africa,2012,57.0,16320000,1071.0
Mali,Africa,2013,57.2,16810000,1088.0
Malta,Europe,1990,77.6,367500,13490.0
Malta,Europe,1991,77.9,371500,14220.0
Malta,Europe,1992,78.3,375500,14750.0
Malta,Europe,1993,78.6,379600,15260.0
Malta,Europe,1994,78.8,383300,15980.0
Malta,Europe,1995,79.0,386600,16780.0
Malta,Europe,1996,79.2,389300,17360.0
Malta,Europe,1997,79.3,391500,18050.0
Malta,Europe,1998,79.4,393400,18580.0
Malta,Europe,1999,79.5,395300,19170.0
Malta,Europe,2000,79.7,397400,20280.0
Malta,Europe,2001,79.9,399700,19800.0
Malta,Europe,2002,80.2,402200,20160.0
Malta,Europe,2003,80.4,404800,19970.0
Malta,Europe,2004,80.6,407200,19870.0
Malta,Europe,2005,80.9,409300,20410.0
Malta,Europe,2006,81.1,411100,20820.0
Malta,Europe,2007,81.2,412600,21510.0
Malta,Europe,2008,81.4,413900,22210.0
Malta,Europe,2009,81.6,415200,21460.0
Malta,Europe,2010,81.8,416500,22030.0
Malta,Europe,2011,82.0,417900,22310.0
Malta,Europe,2012,82.1,419200,22460.0
Malta,Europe,2013,82.1,420600,22720.0
Marshall Islands,Asia,1990,64.3,47290,7462.0
Marshall Islands,Asia,1991,64.3,48470,7617.0
Marshall Islands,Asia,1992,64.3,49370,7590.0
Marshall Islands,Asia,1993,64.3,50040,7385.0
Marshall Islands,Asia,1994,64.3,50560,7187.0
Marshall Islands,Asia,1995,64.3,51010,7112.0
Marshall Islands,Asia,1996,64.2,51390,6203.0
Marshall Islands,Asia,1997,64.1,51700,5873.0
Marshall Islands,Asia,1998,64.0,51930,5649.0
Marshall Islands,Asia,1999,63.9,52080,5462.0
Marshall Islands,Asia,2000,63.8,52140,5698.0
Marshall Islands,Asia,2001,63.7,52130,5788.0
Marshall Islands,Asia,2002,63.6,52070,5920.0
Marshall Islands,Asia,2003,63.6,51990,6017.0
Marshall Islands,Asia,2004,63.5,51970,6228.0
Marshall Islands,Asia,2005,63.5,52040,6206.0
Marshall Islands,Asia,2006,63.5,52210,6286.0
Marshall Islands,Asia,2007,63.6,52490,6447.0
Marshall Islands,Asia,2008,63.7,52880,6244.0
Marshall Islands,Asia,2009,63.9,53400,6175.0
Marshall Islands,Asia,2010,64.1,54040,6441.0
Marshall Islands,Asia,2011,64.3,54820,6465.0
Marshall Islands,Asia,2012,64.5,55720,6409.0
Marshall Islands,Asia,2013,64.7,56690,6385.0
Mauritania,Africa,1990,60.4,1996000,1393.0
Mauritania,Africa,1991,60.5,2050000,1390.0
Mauritania,Africa,1992,60.7,2108000,1361.0
Mauritania,Africa,1993,60.9,2167000,1380.0
Mauritania,Africa,1994,61.0,2228000,1397.0
Mauritania,Africa,1995,61.2,2292000,1422.0
Mauritania,Africa,1996,61.4,2358000,1471.0
Mauritania,Africa,1997,61.5,2425000,1483.0
Mauritania,Africa,1998,61.5,2495000,1495.0
Mauritania,Africa,1999,61.6,2568000,1511.0
Mauritania,Africa,2000,61.8,2643000,1541.0
Mauritania,Africa,2001,61.9,2720000,1562.0
Mauritania,Africa,2002,62.1,2800000,1579.0
Mauritania,Africa,2003,62.3,2882000,1619.0
Mauritania,Africa,2004,62.4,2965000,1655.0
Mauritania,Africa,2005,62.7,3047000,1691.0
Mauritania,Africa,2006,63.0,3130000,1835.0
Mauritania,Africa,2007,63.3,3213000,1806.0
Mauritania,Africa,2008,63.6,3295000,1823.0
Mauritania,Africa,2009,63.9,3378000,1757.0
Mauritania,Africa,2010,64.2,3460000,1802.0
Mauritania,Africa,2011,64.5,3542000,1828.0
Mauritania,Africa,2012,64.8,3623000,1898.0
Mauritania,Africa,2013,65.1,3704000,1963.0
Mauritius,Africa,1990,69.5,1060000,5548.0
Mauritius,Africa,1991,69.7,1073000,5842.0
Mauritius,Africa,1992,69.8,1089000,6058.0
Mauritius,Africa,1993,69.9,1106000,6398.0
Mauritius,Africa,1994,69.9,1122000,6617.0
Mauritius,Africa,1995,70.0,1137000,6784.0
Mauritius,Africa,1996,70.1,1150000,7069.0
Mauritius,Africa,1997,70.3,1162000,7426.0
Mauritius,Africa,1998,70.6,1173000,7804.0
Mauritius,Africa,1999,70.8,1184000,8150.0
Mauritius,Africa,2000,71.0,1196000,8291.0
Mauritius,Africa,2001,71.2,1208000,8802.0
Mauritius,Africa,2002,71.4,1221000,9022.0
Mauritius,Africa,2003,71.6,1234000,9565.0
Mauritius,Africa,2004,71.8,1246000,9932.0
Mauritius,Africa,2005,72.0,1257000,10160.0
Mauritius,Africa,2006,72.1,1267000,10530.0
Mauritius,Africa,2007,72.1,1276000,11040.0
Mauritius,Africa,2008,72.1,1284000,11620.0
Mauritius,Africa,2009,72.2,1292000,11880.0
Mauritius,Africa,2010,72.4,1299000,12320.0
Mauritius,Africa,2011,72.7,1307000,12730.0
Mauritius,Africa,2012,73.0,1314000,13080.0
Mauritius,Africa,2013,73.3,1321000,13500.0
Mexico,Americas,1990,72.1,84310000,9103.0
Mexico,Americas,1991,72.5,85920000,9316.0
Mexico,Americas,1992,72.7,87520000,9472.0
Mexico,Americas,1993,73.0,89110000,9482.0
Mexico,Americas,1994,73.3,90690000,9734.0
Mexico,Americas,1995,73.6,92270000,8955.0
Mexico,Americas,1996,74.0,93860000,9275.0
Mexico,Americas,1997,74.2,95440000,9767.0
Mexico,Americas,1998,74.3,97000000,10110.0
Mexico,Americas,1999,74.6,98510000,10360.0
Mexico,Americas,2000,75.1,99960000,10890.0
Mexico,Americas,2001,75.3,101300000,10760.0
Mexico,Americas,2002,75.4,102600000,10740.0
Mexico,Americas,2003,75.4,103900000,10780.0
Mexico,Americas,2004,75.6,105200000,11120.0
Mexico,Americas,2005,75.6,106500000,11320.0
Mexico,Americas,2006,75.8,107800000,11740.0
Mexico,Americas,2007,75.9,109200000,11920.0
Mexico,Americas,2008,75.7,110600000,11870.0
Mexico,Americas,2009,75.5,112000000,10980.0
Mexico,Americas,2010,75.7,113400000,11390.0
Mexico,Americas,2011,76.2,114800000,11690.0
Mexico,Americas,2012,76.0,116100000,12030.0
Mexico,Americas,2013,75.5,117500000,12310.0
"Micronesia, Fed. Sts.",Asia,1990,62.2,96320,5409.0
"Micronesia, Fed. Sts.",Asia,1991,62.4,98750,5603.0
"Micronesia, Fed. Sts.",Asia,1992,62.5,101300,5660.0
"Micronesia, Fed. Sts.",Asia,1993,62.7,103800,5899.0
"Micronesia, Fed. Sts.",Asia,1994,63.0,105800,5898.0
"Micronesia, Fed. Sts.",Asia,1995,63.2,107200,5919.0
"Micronesia, Fed. Sts.",Asia,1996,63.5,107900,5583.0
"Micronesia, Fed. Sts.",Asia,1997,63.7,107900,5238.0
"Micronesia, Fed. Sts.",Asia,1998,64.0,107600,5217.0
"Micronesia, Fed. Sts.",Asia,1999,64.3,107200,5053.0
"Micronesia, Fed. Sts.",Asia,2000,64.5,107100,5530.0
"Micronesia, Fed. Sts.",Asia,2001,64.8,107300,5543.0
"Micronesia, Fed. Sts.",Asia,2002,64.3,107700,5565.0
"Micronesia, Fed. Sts.",Asia,2003,65.3,108300,5534.0
"Micronesia, Fed. Sts.",Asia,2004,65.4,108900,5459.0
"Micronesia, Fed. Sts.",Asia,2005,65.6,109400,5508.0
"Micronesia, Fed. Sts.",Asia,2006,65.8,109800,5527.0
"Micronesia, Fed. Sts.",Asia,2007,65.9,110100,5442.0
"Micronesia, Fed. Sts.",Asia,2008,66.1,110400,5330.0
"Micronesia, Fed. Sts.",Asia,2009,66.2,110700,5410.0
"Micronesia, Fed. Sts.",Asia,2010,66.4,111100,5561.0
"Micronesia, Fed. Sts.",Asia,2011,66.5,111500,5688.0
"Micronesia, Fed. Sts.",Asia,2012,66.7,112100,5779.0
"Micronesia, Fed. Sts.",Asia,2013,66.8,112700,5830.0
Moldova,Europe,1990,68.0,4364000,4904.0
Moldova,Europe,1991,67.9,4375000,4018.0
Moldova,Europe,1992,67.7,4379000,2840.0
Moldova,Europe,1993,67.3,4374000,2799.0
Moldova,Europe,1994,66.4,4361000,1932.0
Moldova,Europe,1995,66.0,4339000,1907.0
Moldova,Europe,1996,66.7,4308000,1798.0
Moldova,Europe,1997,67.9,4268000,1830.0
Moldova,Europe,1998,68.8,4221000,1714.0
Moldova,Europe,1999,69.1,4167000,1657.0
Moldova,Europe,2000,69.3,4107000,1692.0
Moldova,Europe,2001,69.8,4040000,1795.0
Moldova,Europe,2002,70.2,3969000,1934.0
Moldova,Europe,2003,70.3,3896000,2053.0
Moldova,Europe,2004,70.1,3828000,2202.0
Moldova,Europe,2005,69.7,3767000,2362.0
Moldova,Europe,2006,69.4,3715000,2482.0
Moldova,Europe,2007,69.4,3672000,2563.0
Moldova,Europe,2008,69.6,3635000,2769.0
Moldova,Europe,2009,69.8,3603000,2607.0
Moldova,Europe,2010,70.2,3573000,2795.0
Moldova,Europe,2011,70.9,3545000,2988.0
Moldova,Europe,2012,71.5,3519000,2964.0
Moldova,Europe,2013,71.9,3496000,3085.0
Mongolia,Asia,1990,61.8,2193000,2269.0
Mongolia,Asia,1991,61.7,2226000,2012.0
Mongolia,Asia,1992,61.5,2252000,1785.0
Mongolia,Asia,1993,61.3,2271000,1706.0
Mongolia,Asia,1994,61.1,2288000,1724.0
Mongolia,Asia,1995,60.9,2306000,1814.0
Mongolia,Asia,1996,60.8,2325000,1841.0
Mongolia,Asia,1997,60.8,2346000,1902.0
Mongolia,Asia,1998,61.0,2367000,1958.0
Mongolia,Asia,1999,61.2,2389000,2009.0
Mongolia,Asia,2000,61.4,2411000,2018.0
Mongolia,Asia,2001,61.6,2435000,2062.0
Mongolia,Asia,2002,61.8,2459000,2141.0
Mongolia,Asia,2003,61.9,2485000,2270.0
Mongolia,Asia,2004,62.0,2514000,2487.0
Mongolia,Asia,2005,62.2,2547000,2643.0
Mongolia,Asia,2006,62.5,2584000,2835.0
Mongolia,Asia,2007,62.9,2625000,3082.0
Mongolia,Asia,2008,63.2,2667000,3300.0
Mongolia,Asia,2009,63.5,2712000,3198.0
Mongolia,Asia,2010,63.8,2756000,3346.0
Mongolia,Asia,2011,64.1,2800000,3887.0
Mongolia,Asia,2012,64.4,2844000,4300.0
Mongolia,Asia,2013,64.7,2888000,4831.0
Montenegro,Europe,1990,73.8,608800,10460.0
Montenegro,Europe,1991,73.9,617100,9246.0
Montenegro,Europe,1992,73.9,625600,7003.0
Montenegro,Europe,1993,73.7,633400,4393.0
Montenegro,Europe,1994,73.5,639500,4398.0
Montenegro,Europe,1995,73.2,643200,4947.0
Montenegro,Europe,1996,72.7,644100,6194.0
Montenegro,Europe,1997,72.3,642500,6466.0
Montenegro,Europe,1998,72.2,639300,6637.0
Montenegro,Europe,1999,72.2,635700,6013.0
Montenegro,Europe,2000,72.0,632600,6186.0
Montenegro,Europe,2001,72.6,630300,6312.0
Montenegro,Europe,2002,73.2,628600,6557.0
Montenegro,Europe,2003,73.5,627500,6892.0
Montenegro,Europe,2004,73.9,626900,7375.0
Montenegro,Europe,2005,73.9,626700,7833.0
Montenegro,Europe,2006,74.0,627100,8493.0
Montenegro,Europe,2007,74.4,628000,9200.0
Montenegro,Europe,2008,74.6,629200,9810.0
Montenegro,Europe,2009,74.9,630400,9212.0
Montenegro,Europe,2010,75.2,631500,9396.0
Montenegro,Europe,2011,75.4,632300,10090.0
Montenegro,Europe,2012,75.5,632800,10060.0
Montenegro,Europe,2013,75.6,633200,10150.0
Morocco,Africa,1990,68.3,24780000,3002.0
Morocco,Africa,1991,68.7,25240000,3138.0
Morocco,Africa,1992,69.0,25680000,2948.0
Morocco,Africa,1993,69.3,26110000,2857.0
Morocco,Africa,1994,69.6,26520000,3090.0
Morocco,Africa,1995,69.7,26930000,2829.0
Morocco,Africa,1996,70.1,27320000,3112.0
Morocco,Africa,1997,70.4,27710000,2982.0
Morocco,Africa,1998,70.7,28080000,3157.0
Morocco,Africa,1999,71.0,28440000,3097.0
Morocco,Africa,2000,71.3,28790000,3073.0
Morocco,Africa,2001,71.5,29130000,3211.0
Morocco,Africa,2002,71.8,29450000,3258.0
Morocco,Africa,2003,72.0,29770000,3400.0
Morocco,Africa,2004,72.2,30080000,3519.0
Morocco,Africa,2005,72.5,30390000,3547.0
Morocco,Africa,2006,72.8,30700000,3780.0
Morocco,Africa,2007,73.0,31010000,3841.0
Morocco,Africa,2008,73.3,31320000,4011.0
Morocco,Africa,2009,73.5,31630000,4157.0
Morocco,Africa,2010,73.7,31950000,4263.0
Morocco,Africa,2011,73.9,32270000,4429.0
Morocco,Africa,2012,74.1,32600000,4515.0
Morocco,Africa,2013,74.3,32930000,4671.0
Mozambique,Africa,1990,51.7,13550000,443.2
Mozambique,Africa,1991,51.8,13870000,455.4
Mozambique,Africa,1992,52.1,14320000,410.9
Mozambique,Africa,1993,52.5,14850000,430.2
Mozambique,Africa,1994,52.8,15410000,428.7
Mozambique,Africa,1995,53.1,15930000,419.9
Mozambique,Africa,1996,53.2,16410000,435.9
Mozambique,Africa,1997,53.2,16860000,472.3
Mozambique,Africa,1998,53.4,17300000,519.3
Mozambique,Africa,1999,53.6,17740000,545.8
Mozambique,Africa,2000,53.6,18200000,542.8
Mozambique,Africa,2001,53.7,18690000,601.2
Mozambique,Africa,2002,53.8,19200000,633.6
Mozambique,Africa,2003,53.8,19720000,671.8
Mozambique,Africa,2004,53.9,20250000,710.4
Mozambique,Africa,2005,53.9,20770000,743.0
Mozambique,Africa,2006,54.1,21290000,791.7
Mozambique,Africa,2007,54.4,21810000,832.7
Mozambique,Africa,2008,55.0,22330000,872.1
Mozambique,Africa,2009,55.4,22860000,909.2
Mozambique,Africa,2010,55.7,23390000,954.5
Mozambique,Africa,2011,56.0,23930000,1004.0
Mozambique,Africa,2012,56.1,24480000,1058.0
Mozambique,Africa,2013,56.2,25030000,1125.0
Myanmar,Asia,1990,58.1,39270000,887.2
Myanmar,Asia,1991,58.4,39860000,870.4
Myanmar,Asia,1992,58.6,40430000,891.7
Myanmar,Asia,1993,59.0,40990000,904.2
Myanmar,Asia,1994,59.3,41550000,919.5
Myanmar,Asia,1995,59.6,42130000,933.8
Myanmar,Asia,1996,60.0,42740000,947.3
Myanmar,Asia,1997,60.4,43350000,959.3
Myanmar,Asia,1998,60.7,43950000,971.7
Myanmar,Asia,1999,61.1,44500000,998.7
Myanmar,Asia,2000,61.4,44960000,1034.0
Myanmar,Asia,2001,61.8,45320000,1065.0
Myanmar,Asia,2002,62.1,45610000,1098.0
Myanmar,Asia,2003,62.6,45840000,1138.0
Myanmar,Asia,2004,63.1,46070000,1175.0
Myanmar,Asia,2005,63.5,46320000,1169.0
Myanmar,Asia,2006,64.1,46610000,1296.0
Myanmar,Asia,2007,64.7,46920000,1423.0
Myanmar,Asia,2008,60.8,47250000,1445.0
Myanmar,Asia,2009,65.6,47600000,1489.0
Myanmar,Asia,2010,66.0,47960000,1538.0
Myanmar,Asia,2011,66.4,48340000,1590.0
Myanmar,Asia,2012,66.7,48720000,1657.0
Myanmar,Asia,2013,67.1,49120000,1729.0
Namibia,Africa,1990,62.3,1415000,3472.0
Namibia,Africa,1991,62.4,1465000,3569.0
Namibia,Africa,1992,62.4,1513000,3805.0
Namibia,Africa,1993,62.2,1558000,3627.0
Namibia,Africa,1994,61.7,1604000,3769.0
Namibia,Africa,1995,60.9,1651000,3823.0
Namibia,Africa,1996,59.9,1701000,3837.0
Namibia,Africa,1997,58.8,1752000,3900.0
